   Pos X,   Pos Y,OffsetX(um),OffsetY(um),Height(um),Area(um2),Volume(um3), Area(%),Volume(%),  Result,Component ID,  PCB ID,    Time, PrintNo: 1  ID(1)
59.952,72.281,16.943,27.705,115.889,48382,5606945,95.25,86.916,              GOOD,  B3_PTF_A,1,4/2/2024 15:16,
59.342,72.522,11.738,23.158,99.705,46664,4652649,91.867,72.123,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
59.952,66.566,13.283,34.458,120.43,43528,5242058,85.693,81.26,              GOOD,  B3_PTF_A,1,4/2/2024 15:16,
59.342,66.324,13.812,35.703,102.157,47347,4836775,93.211,74.978,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
59.342,60.609,12.066,35.159,99.233,45711,4536043,89.991,70.316,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
59.952,60.368,13.927,40.677,119.581,46304,5537116,91.159,85.834,              GOOD,  B3_PTF_A,1,4/2/2024 15:16,
59.952,54.653,22.889,36.137,114.993,46922,5395632,92.374,83.641,              GOOD,  B3_PTF_A,1,4/2/2024 15:16,
59.342,54.412,19.254,38.591,105.7,45284,4786546,89.151,74.199,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
53.348,54.653,18.559,39.764,94.792,46884,4444269,92.301,68.893,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
53.348,60.368,17.803,41.114,107.294,44870,4814242,88.335,74.628,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
52.738,54.412,20.378,37.454,113.508,45634,5179841,89.84,80.296,              GOOD,  B3_PTF_A,1,4/2/2024 15:16,
52.738,60.609,26.17,35.073,114.592,43286,4960206,85.217,76.891,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
52.738,66.324,20.612,32.936,122.814,39319,4828952,77.408,74.856,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
53.348,66.566,18.572,41.806,94.411,47245,4460433,93.011,69.144,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
53.348,72.281,16.218,18.841,106.524,47733,5084694,93.971,78.821,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
52.738,72.522,13.171,31.434,116.799,46357,5414474,91.263,83.933,              GOOD,  B3_PTF_A,1,4/2/2024 15:16,
37.112,36.746,21.975,55.356,103.86,48547,5042065,95.574,78.16,        W.Insuffi.,  B3_PTF_C,1,4/2/2024 15:16,
37.354,37.356,21.481,38.334,88.708,42266,3749352,83.209,58.121,        E.Insuffi.,  B3_PTF_C,1,4/2/2024 15:16,
43.069,37.356,17.368,42.357,94.547,47045,4447974,92.618,68.951,        W.Insuffi.,  B3_PTF_C,1,4/2/2024 15:16,
43.31,36.746,24.391,58.203,130.171,43184,5621313,85.016,87.139,              GOOD,  B3_PTF_C,1,4/2/2024 15:16,
49.025,36.746,18.562,51.454,115.618,42583,4923348,83.833,76.32,        W.Insuffi.,  B3_PTF_C,1,4/2/2024 15:16,
55.223,36.746,32.582,48.202,120.194,45637,5485362,89.846,85.032,              GOOD,  B3_PTF_C,1,4/2/2024 15:16,
49.266,37.356,19.864,42.536,93.76,42075,3944931,82.833,61.153,        W.Insuffi.,  B3_PTF_C,1,4/2/2024 15:16,
54.981,37.356,26.21,47.51,100.437,46380,4658244,91.308,72.21,        W.Insuffi.,  B3_PTF_C,1,4/2/2024 15:16,
55.223,43.35,17.68,27.247,101.983,48160,4911467,94.812,76.135,        W.Insuffi.,  B3_PTF_C,1,4/2/2024 15:16,
54.981,43.96,24.179,38.157,101.545,48917,4967288,96.304,77.001,        W.Insuffi.,  B3_PTF_C,1,4/2/2024 15:16,
49.266,43.96,27.859,32.309,116.44,45935,5348679,90.432,82.913,              GOOD,  B3_PTF_C,1,4/2/2024 15:16,
49.025,43.35,16.946,24.299,108.025,44860,4845972,88.315,75.12,        W.Insuffi.,  B3_PTF_C,1,4/2/2024 15:16,
43.31,43.35,21.806,25.51,102.119,48190,4921132,94.872,76.285,        W.Insuffi.,  B3_PTF_C,1,4/2/2024 15:16,
43.069,43.96,25.41,31.45,109.844,44367,4873443,87.345,75.546,        W.Insuffi.,  B3_PTF_C,1,4/2/2024 15:16,
37.112,43.35,10.294,32.556,100.881,37958,3829268,74.729,59.36,        E.Insuffi.,  B3_PTF_C,1,4/2/2024 15:16,
37.354,43.96,9.381,37.724,107.886,43391,4681307,85.424,72.568,        W.Insuffi.,  B3_PTF_C,1,4/2/2024 15:16,
37.354,90.315,19.982,30.471,107.976,44868,4844725,88.332,75.101,        W.Insuffi.,  B3_PTF_D,1,4/2/2024 15:16,
37.112,89.705,13.284,29.04,103.787,48470,5030523,95.423,77.981,        W.Insuffi.,  B3_PTF_D,1,4/2/2024 15:16,
43.069,90.315,16.467,32.271,110.383,45152,4984046,88.891,77.261,        W.Insuffi.,  B3_PTF_D,1,4/2/2024 15:16,
43.31,89.705,13.501,33.701,98.39,46768,4601532,92.073,71.331,        W.Insuffi.,  B3_PTF_D,1,4/2/2024 15:16,
49.025,89.705,17.557,27.539,104.589,48785,5102330,96.042,79.094,        W.Insuffi.,  B3_PTF_D,1,4/2/2024 15:16,
49.266,90.315,15.029,27.804,129.978,42322,5500882,83.318,85.272,              GOOD,  B3_PTF_D,1,4/2/2024 15:16,
54.981,90.315,18.389,35.425,142.514,37764,5381920,74.346,83.428,              GOOD,  B3_PTF_D,1,4/2/2024 15:16,
55.223,89.705,21.906,28.311,105.769,45667,4830174,89.905,74.875,        W.Insuffi.,  B3_PTF_D,1,4/2/2024 15:16,
54.981,83.711,15.078,32.024,102.681,42416,4355340,83.505,67.515,        W.Insuffi.,  B3_PTF_D,1,4/2/2024 15:16,
49.266,83.711,17.089,34.473,104.169,44926,4679876,88.445,72.545,        W.Insuffi.,  B3_PTF_D,1,4/2/2024 15:16,
55.223,83.101,16.535,24.248,119.418,47934,5724148,94.367,88.733,              GOOD,  B3_PTF_D,1,4/2/2024 15:16,
49.025,83.101,21.931,24.58,118.125,47606,5623396,93.721,87.171,              GOOD,  B3_PTF_D,1,4/2/2024 15:16,
43.31,83.101,14.031,21.033,124.097,43822,5438182,86.273,84.3,              GOOD,  B3_PTF_D,1,4/2/2024 15:16,
43.069,83.711,16.832,18.711,102.691,44682,4588400,87.965,71.127,        W.Insuffi.,  B3_PTF_D,1,4/2/2024 15:16,
37.354,83.711,12.175,31.836,94.368,46417,4380301,91.382,67.902,        W.Insuffi.,  B3_PTF_D,1,4/2/2024 15:16,
37.112,83.101,20.402,31.109,112.801,45986,5187302,90.533,80.411,              GOOD,  B3_PTF_D,1,4/2/2024 15:16,
176.591,83.088,63.414,29.891,98.372,61559,6055653,99.96,77.427,        W.Insuffi.,  B1_PTF_D,1,4/2/2024 15:16,
177.874,83.723,54.927,22.554,89.86,56642,5089908,91.977,65.079,        W.Insuffi.,  B1_PTF_D,1,4/2/2024 15:16,
182.548,83.723,49.965,23.848,91.877,59911,5504427,97.285,70.379,        W.Insuffi.,  B1_PTF_D,1,4/2/2024 15:16,
183.83,83.088,62.645,29.916,98.582,57233,5642156,92.937,72.14,        W.Insuffi.,  B1_PTF_D,1,4/2/2024 15:16,
188.504,83.088,59.92,28.095,98.654,62229,6139168,101.049,78.495,        W.Insuffi.,  B1_PTF_D,1,4/2/2024 15:16,
195.743,83.088,52.655,26.496,100.673,60208,6061298,97.766,77.5,        W.Insuffi.,  B1_PTF_D,1,4/2/2024 15:16,
189.787,83.723,51.091,20.015,97.254,56172,5462985,91.213,69.85,        W.Insuffi.,  B1_PTF_D,1,4/2/2024 15:16,
194.46,83.723,44.472,23.515,91.76,58960,5410128,95.74,69.174,        W.Insuffi.,  B1_PTF_D,1,4/2/2024 15:16,
195.743,89.692,45.316,25.22,97.685,56710,5539697,92.086,70.83,        W.Insuffi.,  B1_PTF_D,1,4/2/2024 15:16,
194.46,90.327,56.959,29.528,106.563,63416,6757794,102.976,86.405,              GOOD,  B1_PTF_D,1,4/2/2024 15:16,
189.787,90.327,54.701,35.009,104.373,62366,6509334,101.271,83.228,              GOOD,  B1_PTF_D,1,4/2/2024 15:16,
188.504,89.692,22.458,-21.238,92.844,79047,7339077,128.358,93.837,              GOOD,  B1_PTF_D,1,4/2/2024 15:16,
183.83,89.692,51.853,25.013,96.128,58953,5667077,95.729,72.459,        W.Insuffi.,  B1_PTF_D,1,4/2/2024 15:16,
182.548,90.327,61.798,32.511,108.719,60694,6598582,98.556,84.369,              GOOD,  B1_PTF_D,1,4/2/2024 15:16,
176.591,89.692,57.543,21.975,92.689,56940,5277747,92.46,67.481,        W.Insuffi.,  B1_PTF_D,1,4/2/2024 15:16,
177.874,90.327,65.619,35.767,106.673,59421,6338575,96.489,81.045,              GOOD,  B1_PTF_D,1,4/2/2024 15:16,
177.874,43.972,53.937,22.627,95.34,64440,6143639,104.638,78.552,        W.Insuffi.,  B1_PTF_C,1,4/2/2024 15:16,
176.591,43.337,36.62,17.811,88.81,58962,5236394,95.743,66.952,        W.Insuffi.,  B1_PTF_C,1,4/2/2024 15:16,
182.548,43.972,68.331,24.401,99.751,62406,6225081,101.336,79.594,        W.Insuffi.,  B1_PTF_C,1,4/2/2024 15:16,
183.83,43.337,58.684,8.938,93.825,58519,5490506,95.024,70.201,        W.Insuffi.,  B1_PTF_C,1,4/2/2024 15:16,
188.504,43.337,56.122,16.892,88.314,58473,5163977,94.95,66.026,        W.Insuffi.,  B1_PTF_C,1,4/2/2024 15:16,
189.787,43.972,64.525,19.703,103.435,59924,6198231,97.306,79.25,        W.Insuffi.,  B1_PTF_C,1,4/2/2024 15:16,
194.46,43.972,66.869,18.331,97.416,64758,6308448,105.155,80.66,              GOOD,  B1_PTF_C,1,4/2/2024 15:16,
195.743,43.337,49.249,9.431,91.113,58955,5371519,95.732,68.68,        W.Insuffi.,  B1_PTF_C,1,4/2/2024 15:16,
194.46,37.368,49.884,26.79,92.223,59348,5473271,96.37,69.981,        W.Insuffi.,  B1_PTF_C,1,4/2/2024 15:16,
189.787,37.368,50.138,32.72,91.517,57004,5216850,92.565,66.702,        W.Insuffi.,  B1_PTF_C,1,4/2/2024 15:16,
195.743,36.733,64.61,40.466,100.135,64336,6442256,104.47,82.37,              GOOD,  B1_PTF_C,1,4/2/2024 15:16,
188.504,36.733,62.467,37.271,93.693,61139,5728274,99.279,73.242,        W.Insuffi.,  B1_PTF_C,1,4/2/2024 15:16,
183.83,36.733,62.727,34.409,102.056,61513,6277757,99.886,80.267,              GOOD,  B1_PTF_C,1,4/2/2024 15:16,
182.548,37.368,53.789,35.946,93.09,59014,5493642,95.829,70.242,        W.Insuffi.,  B1_PTF_C,1,4/2/2024 15:16,
177.874,37.368,54.174,34.901,92.901,58089,5396559,94.326,69,        W.Insuffi.,  B1_PTF_C,1,4/2/2024 15:16,
176.591,36.733,70.168,36.459,96.224,63025,6064586,102.342,77.542,        W.Insuffi.,  B1_PTF_C,1,4/2/2024 15:16,
192.726,73.043,59.01,22.871,94.617,62992,5960127,102.288,76.206,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
193.361,71.76,43.541,15.134,88.293,58027,5123393,94.225,65.508,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
193.361,67.086,52.428,27.568,89.769,58126,5217931,94.387,66.716,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
192.726,65.804,66.739,29.124,98.334,58686,5770797,95.295,73.785,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
192.726,61.13,66.85,34.963,98.259,62798,6170481,101.973,78.896,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
192.726,53.891,67.985,25.132,95.661,62906,6017668,102.148,76.942,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
193.361,59.847,50.396,27.22,89.295,57676,5150181,93.656,65.85,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
193.361,55.174,52.526,20.682,90.989,56713,5160239,92.091,65.979,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
199.33,53.891,40.957,26.679,89.896,60447,5433877,98.154,69.477,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
199.965,55.174,61.124,26.265,96.536,62397,6023550,101.322,77.017,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
199.965,59.847,62.175,34.447,97.872,63822,6246359,103.635,79.866,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
199.33,61.13,48.138,25.872,96.872,55749,5400495,90.526,69.051,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
199.33,65.804,50.539,29.193,93.485,56576,5288969,91.869,67.625,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
199.965,67.086,58.846,35.137,99.905,61299,6124096,99.538,78.302,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
199.33,73.043,42.271,7.116,92.991,55060,5120072,89.407,65.465,        W.Insuffi.,  B1_PTF_A,1,4/2/2024 15:16,
199.965,71.76,56.664,21.971,101.098,64754,6546513,105.149,83.703,              GOOD,  B1_PTF_A,1,4/2/2024 15:16,
179.645,71.76,58.608,21.48,99.569,57749,5750071,93.774,73.52,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
179.01,73.043,47.206,16.174,88.089,57707,5083385,93.706,64.996,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
179.645,67.086,69.099,39.268,96.602,61334,5924992,99.596,75.757,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
179.01,65.804,32.328,33.942,90.327,58405,5275531,94.839,67.453,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
179.01,61.13,35.121,27.773,89.588,52707,4721916,85.587,60.374,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
179.645,59.847,69.735,35.904,97.111,62947,6112828,102.215,78.158,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
179.645,55.174,67.975,36.911,99.892,63497,6342890,103.108,81.1,              GOOD,  B1_PTF_B,1,4/2/2024 15:16,
179.01,53.891,37.02,24.611,90.093,57271,5159759,92.998,65.972,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
173.041,55.174,38.455,24.792,90.036,53933,4855911,87.578,62.088,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
173.041,59.847,36.332,32.551,91.466,55426,5069619,90.002,64.82,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
172.406,53.891,52.607,34.078,96.09,60749,5837365,98.645,74.636,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
172.406,61.13,50.109,34.376,94.181,62625,5898129,101.692,75.413,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
172.406,65.804,48.303,36.477,98.875,59302,5863440,96.295,74.97,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
173.041,67.086,38.267,33.249,91.878,56892,5227109,92.381,66.834,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
173.041,71.76,31.699,15.267,92.459,58327,5392874,94.713,68.953,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
172.406,73.043,48.273,22.156,95.205,59479,5662713,96.583,72.403,        W.Insuffi.,  B1_PTF_B,1,4/2/2024 15:16,
106.592,83.088,39.454,25.992,109.665,62341,6836702,101.231,87.414,              GOOD,  B2_PTF_D,1,4/2/2024 15:16,
107.874,83.723,33.637,28.033,94.512,59151,5590523,96.051,71.48,        W.Insuffi.,  B2_PTF_D,1,4/2/2024 15:16,
112.548,83.723,32.525,33.946,92.889,63844,5930362,103.67,75.825,        W.Insuffi.,  B2_PTF_D,1,4/2/2024 15:16,
113.831,83.088,33.289,25.976,115.27,55007,6340644,89.321,81.071,              GOOD,  B2_PTF_D,1,4/2/2024 15:16,
118.504,83.088,42.363,31.938,107.262,57637,6182286,93.592,79.046,        W.Insuffi.,  B2_PTF_D,1,4/2/2024 15:16,
125.743,83.088,37.626,25.648,122.644,59778,7331416,97.069,93.739,              GOOD,  B2_PTF_D,1,4/2/2024 15:16,
119.787,83.723,25.03,29.294,100.378,60776,6100517,98.688,78.001,        W.Insuffi.,  B2_PTF_D,1,4/2/2024 15:16,
124.46,83.723,24.598,27.574,102.172,60094,6139903,97.581,78.505,        W.Insuffi.,  B2_PTF_D,1,4/2/2024 15:16,
125.743,89.692,29.949,28.324,101.137,60946,6163853,98.965,78.811,        W.Insuffi.,  B2_PTF_D,1,4/2/2024 15:16,
124.46,90.327,35.732,25.103,120.259,56802,6830979,92.237,87.341,              GOOD,  B2_PTF_D,1,4/2/2024 15:16,
119.787,90.327,29.135,32.07,114.133,57852,6602756,93.94,84.423,              GOOD,  B2_PTF_D,1,4/2/2024 15:16,
118.504,89.692,28.17,30.297,102.427,61088,6257054,99.195,80.002,              GOOD,  B2_PTF_D,1,4/2/2024 15:16,
113.831,89.692,30.535,29.616,100.227,60060,6019609,97.526,76.967,        W.Insuffi.,  B2_PTF_D,1,4/2/2024 15:16,
112.548,90.327,44.402,30.522,113.46,59920,6798507,97.299,86.925,              GOOD,  B2_PTF_D,1,4/2/2024 15:16,
106.592,89.692,31.609,33.968,95.844,57693,5529466,93.682,70.7,        W.Insuffi.,  B2_PTF_D,1,4/2/2024 15:16,
107.874,90.327,42.22,31.411,108.58,60665,6586975,98.508,84.221,              GOOD,  B2_PTF_D,1,4/2/2024 15:16,
107.874,43.972,29.689,34.418,108.621,62900,6832308,102.139,87.358,              GOOD,  B2_PTF_C,1,4/2/2024 15:16,
106.592,43.337,26.446,30.395,99.048,62404,6181005,101.333,79.03,        W.Insuffi.,  B2_PTF_C,1,4/2/2024 15:16,
112.548,43.972,47.253,39.324,105.941,69059,7316156,112.139,93.544,              GOOD,  B2_PTF_C,1,4/2/2024 15:16,
113.831,43.337,38.819,33.078,93.273,61974,5780508,100.635,73.909,        W.Insuffi.,  B2_PTF_C,1,4/2/2024 15:16,
118.504,43.337,39.092,32.371,99.236,60929,6046279,98.937,77.308,        W.Insuffi.,  B2_PTF_C,1,4/2/2024 15:16,
119.787,43.972,42.23,30.456,109.185,62964,6874713,102.242,87.9,              GOOD,  B2_PTF_C,1,4/2/2024 15:16,
124.46,43.972,47.075,29.455,107.383,65660,7050751,106.62,90.151,              GOOD,  B2_PTF_C,1,4/2/2024 15:16,
125.743,43.337,34.433,26.374,102.245,59126,6045374,96.01,77.296,        W.Insuffi.,  B2_PTF_C,1,4/2/2024 15:16,
124.46,37.368,32.579,46.504,99.289,62016,6157548,100.703,78.73,        W.Insuffi.,  B2_PTF_C,1,4/2/2024 15:16,
119.787,37.368,34.489,50.704,101.149,58705,5937940,95.326,75.922,        W.Insuffi.,  B2_PTF_C,1,4/2/2024 15:16,
125.743,36.733,42.463,48.237,106.061,61755,6549804,100.279,83.746,              GOOD,  B2_PTF_C,1,4/2/2024 15:16,
118.504,36.733,41.122,38.977,111.132,61812,6869267,100.371,87.83,              GOOD,  B2_PTF_C,1,4/2/2024 15:16,
113.831,36.733,40.077,46.626,104.528,66624,6964056,108.185,89.042,              GOOD,  B2_PTF_C,1,4/2/2024 15:16,
112.548,37.368,39.246,42.642,92.314,59151,5460503,96.051,69.818,        W.Insuffi.,  B2_PTF_C,1,4/2/2024 15:16,
107.874,37.368,42.136,44.743,98.601,57072,5627377,92.675,71.951,        W.Insuffi.,  B2_PTF_C,1,4/2/2024 15:16,
106.592,36.733,47.52,43.552,101.289,58503,5925661,94.998,75.765,        W.Insuffi.,  B2_PTF_C,1,4/2/2024 15:16,
122.726,73.043,38.731,19.446,112.204,58488,6562554,94.973,83.909,              GOOD,  B2_PTF_A,1,4/2/2024 15:16,
123.361,71.76,29.973,17.477,99.046,56921,5637792,92.429,72.085,        W.Insuffi.,  B2_PTF_A,1,4/2/2024 15:16,
123.361,67.086,35.106,31.122,94.803,61267,5808272,99.486,74.264,        W.Insuffi.,  B2_PTF_A,1,4/2/2024 15:16,
122.726,65.804,38.276,27.687,114.722,57701,6619512,93.695,84.637,              GOOD,  B2_PTF_A,1,4/2/2024 15:16,
122.726,61.13,38.731,38.126,110.417,60959,6730845,98.986,86.06,              GOOD,  B2_PTF_A,1,4/2/2024 15:16,
122.726,53.891,47.618,35.069,107.159,62274,6673217,101.122,85.324,              GOOD,  B2_PTF_A,1,4/2/2024 15:16,
123.361,59.847,36.142,24.007,98.449,58648,5773780,95.233,73.823,        W.Insuffi.,  B2_PTF_A,1,4/2/2024 15:16,
123.361,55.174,33.298,23.58,95.91,58330,5594499,94.718,71.531,        W.Insuffi.,  B2_PTF_A,1,4/2/2024 15:16,
129.33,53.891,35.443,23.648,99.95,57552,5752387,93.455,73.55,        W.Insuffi.,  B2_PTF_A,1,4/2/2024 15:16,
129.965,55.174,40.512,30.127,109.735,58697,6441060,95.313,82.355,              GOOD,  B2_PTF_A,1,4/2/2024 15:16,
129.965,59.847,34.138,25.868,111.069,60054,6670145,97.517,85.284,              GOOD,  B2_PTF_A,1,4/2/2024 15:16,
129.33,61.13,25.921,28.58,101.1,58272,5891276,94.623,75.326,        W.Insuffi.,  B2_PTF_A,1,4/2/2024 15:16,
129.33,65.804,29.859,28.6,99.894,58988,5892544,95.785,75.342,        W.Insuffi.,  B2_PTF_A,1,4/2/2024 15:16,
129.965,67.086,33.708,32.55,110.059,60195,6625048,97.746,84.708,              GOOD,  B2_PTF_A,1,4/2/2024 15:16,
129.33,73.043,22.868,24.835,95.617,59883,5725846,97.239,73.21,        W.Insuffi.,  B2_PTF_A,1,4/2/2024 15:16,
129.965,71.76,39.068,25.089,113.81,58987,6713263,95.784,85.836,              GOOD,  B2_PTF_A,1,4/2/2024 15:16,
109.645,71.76,41.731,25.473,113.313,60995,6911497,99.045,88.37,              GOOD,  B2_PTF_B,1,4/2/2024 15:16,
109.01,73.043,33.666,21.94,95.839,60906,5837129,98.9,74.633,        W.Insuffi.,  B2_PTF_B,1,4/2/2024 15:16,
109.645,67.086,38.914,33.086,112.856,61862,6981502,100.452,89.265,              GOOD,  B2_PTF_B,1,4/2/2024 15:16,
109.01,65.804,25.678,37.121,100.889,59451,5997981,96.538,76.69,        W.Insuffi.,  B2_PTF_B,1,4/2/2024 15:16,
109.01,61.13,25.006,36.274,103.483,60214,6231100,97.777,79.671,        W.Insuffi.,  B2_PTF_B,1,4/2/2024 15:16,
109.645,59.847,42.062,31.314,113.384,60577,6868482,98.366,87.82,              GOOD,  B2_PTF_B,1,4/2/2024 15:16,
109.645,55.174,47.669,26.499,106.88,58529,6255572,95.04,79.984,        W.Insuffi.,  B2_PTF_B,1,4/2/2024 15:16,
109.01,53.891,20.359,34.599,97.951,58649,5744718,95.235,73.452,        W.Insuffi.,  B2_PTF_B,1,4/2/2024 15:16,
103.041,55.174,26.688,26.832,98.878,60588,5990751,98.383,76.598,        W.Insuffi.,  B2_PTF_B,1,4/2/2024 15:16,
103.041,59.847,25.727,26.825,103.854,57734,5995879,93.749,76.663,        W.Insuffi.,  B2_PTF_B,1,4/2/2024 15:16,
102.406,53.891,36.276,37.795,110.439,63983,7066160,103.896,90.348,              GOOD,  B2_PTF_B,1,4/2/2024 15:16,
102.406,61.13,30.672,31.437,117.215,58079,6807781,94.31,87.044,              GOOD,  B2_PTF_B,1,4/2/2024 15:16,
102.406,65.804,39.903,37.54,113.207,59051,6685003,95.889,85.474,              GOOD,  B2_PTF_B,1,4/2/2024 15:16,
103.041,67.086,24.104,38.618,102.765,61126,6281597,99.257,80.316,              GOOD,  B2_PTF_B,1,4/2/2024 15:16,
103.041,71.76,27.574,22.052,95.959,58067,5572034,94.29,71.244,        W.Insuffi.,  B2_PTF_B,1,4/2/2024 15:16,
102.406,73.043,36.836,24.734,111.238,60175,6693692,97.712,85.585,              GOOD,  B2_PTF_B,1,4/2/2024 15:16,
32.406,73.043,15.907,35.009,114.937,54244,6234584,88.082,79.715,        W.Insuffi.,  B3_PTF_B,1,4/2/2024 15:16,
33.041,71.76,15.008,18.676,101.553,53537,5436819,86.934,69.515,        W.Insuffi.,  B3_PTF_B,1,4/2/2024 15:16,
33.041,67.086,13.872,34.662,103.42,56266,5819064,91.366,74.402,        W.Insuffi.,  B3_PTF_B,1,4/2/2024 15:16,
32.406,65.804,8.662,39.418,114.68,53413,6125411,86.733,78.319,        W.Insuffi.,  B3_PTF_B,1,4/2/2024 15:16,
32.406,61.13,16.978,39.251,114.704,57990,6651708,94.165,85.049,              GOOD,  B3_PTF_B,1,4/2/2024 15:16,
32.406,53.891,18.551,40.732,115.479,60227,6955007,97.798,88.926,              GOOD,  B3_PTF_B,1,4/2/2024 15:16,
33.041,59.847,7.275,38.77,101.925,55725,5679789,90.487,72.622,        W.Insuffi.,  B3_PTF_B,1,4/2/2024 15:16,
33.041,55.174,15.486,34.969,97.281,59662,5803942,96.88,74.209,        W.Insuffi.,  B3_PTF_B,1,4/2/2024 15:16,
39.01,53.891,12.75,36.656,94.518,57901,5472624,94.02,69.973,        W.Insuffi.,  B3_PTF_B,1,4/2/2024 15:16,
39.645,55.174,21.082,34.186,116.049,54092,6277250,87.835,80.261,              GOOD,  B3_PTF_B,1,4/2/2024 15:16,
39.645,59.847,27.412,33.628,119.866,55654,6671086,90.373,85.296,              GOOD,  B3_PTF_B,1,4/2/2024 15:16,
39.01,61.13,6.896,33.225,99.14,55942,5546052,90.839,70.912,        W.Insuffi.,  B3_PTF_B,1,4/2/2024 15:16,
39.01,65.804,8.433,38.92,97.185,58941,5728159,95.709,73.24,        W.Insuffi.,  B3_PTF_B,1,4/2/2024 15:16,
39.645,67.086,21.927,37.527,105.744,52316,5532102,84.951,70.733,        W.Insuffi.,  B3_PTF_B,1,4/2/2024 15:16,
39.01,73.043,17.968,27.281,101.435,55451,5624686,90.043,71.917,        W.Insuffi.,  B3_PTF_B,1,4/2/2024 15:16,
39.645,71.76,21.505,31.503,116.066,57150,6633166,92.801,84.811,              GOOD,  B3_PTF_B,1,4/2/2024 15:16,
59.965,71.76,18.839,27.435,114.708,60136,6898066,97.65,88.198,              GOOD,  B3_PTF_A,1,4/2/2024 15:16,
59.33,73.043,8.063,25.13,97.129,60580,5884104,98.371,75.234,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
59.965,67.086,17.556,34.892,119.21,56604,6747764,91.914,86.277,              GOOD,  B3_PTF_A,1,4/2/2024 15:16,
59.33,65.804,12.06,36.193,103.62,57690,5977835,93.678,76.432,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
59.33,61.13,19.615,27.53,96.548,53662,5180900,87.137,66.243,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
59.965,59.847,22.435,41.464,117.702,57759,6798307,93.79,86.923,              GOOD,  B3_PTF_A,1,4/2/2024 15:16,
59.965,55.174,17.64,34.451,112.499,59569,6701418,96.728,85.684,              GOOD,  B3_PTF_A,1,4/2/2024 15:16,
59.33,53.891,15.962,30.147,98.93,56052,5545222,91.018,70.901,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
53.361,55.174,15.929,41.072,96.298,59007,5682280,95.817,72.653,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
53.361,59.847,18.323,34.742,98.472,56659,5579293,92.004,71.337,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
52.726,53.891,27.832,38.238,115.478,56555,6530875,91.835,83.504,              GOOD,  B3_PTF_A,1,4/2/2024 15:16,
52.726,61.13,24.548,37.233,121.638,53669,6528173,87.148,83.469,              GOOD,  B3_PTF_A,1,4/2/2024 15:16,
52.726,65.804,21.229,36.889,112.582,54821,6171847,89.019,78.913,        W.Insuffi.,  B3_PTF_A,1,4/2/2024 15:16,
