   Pos X,   Pos Y,  Result
127.78,64.737,        E.Insuffi.
127.26,68.153,        E.Insuffi.
127.78,74.11,        E.Insuffi.
127.26,70.693,        E.Insuffi.
106.94,70.693,        E.Insuffi.
107.46,74.11,        E.Insuffi.
106.94,68.153,        E.Insuffi.
107.46,64.737,        E.Insuffi.
107.46,62.197,        E.Insuffi.
106.94,58.781,        E.Insuffi.
107.46,52.824,        E.Insuffi.
106.94,56.241,        E.Insuffi.
105.111,52.824,        E.Insuffi.
105.111,62.197,        E.Insuffi.
104.59,56.241,        E.Insuffi.
104.59,58.781,        E.Insuffi.
105.111,64.737,        E.Insuffi.
104.59,68.153,        E.Insuffi.
104.59,70.693,        E.Insuffi.
105.111,74.11,        E.Insuffi.
35.111,74.11,        E.Insuffi.
34.59,70.693,        E.Insuffi.
34.59,68.153,        E.Insuffi.
35.111,64.737,        E.Insuffi.
34.59,58.781,        E.Insuffi.
34.59,56.241,        E.Insuffi.
35.111,62.197,        E.Insuffi.
35.111,52.824,        E.Insuffi.
36.94,56.241,        E.Insuffi.
37.46,52.824,        E.Insuffi.
36.94,58.781,        E.Insuffi.
37.46,62.197,        E.Insuffi.
37.46,64.737,        E.Insuffi.
36.94,68.153,        E.Insuffi.
37.46,74.11,        E.Insuffi.
36.94,70.693,        E.Insuffi.
57.26,70.693,        E.Insuffi.
57.78,74.11,        E.Insuffi.
57.26,68.153,        E.Insuffi.
57.78,64.737,        E.Insuffi.
57.78,62.197,        E.Insuffi.
57.26,58.781,        E.Insuffi.
57.78,52.824,        E.Insuffi.
57.26,56.241,        E.Insuffi.
55.431,52.824,        E.Insuffi.
55.431,62.197,        E.Insuffi.
54.91,56.241,        E.Insuffi.
54.91,58.781,        E.Insuffi.
55.431,64.737,        E.Insuffi.
54.91,68.153,        E.Insuffi.
54.91,70.693,        E.Insuffi.
55.431,74.11,        E.Insuffi.
188.979,69.588,        E.Position
188.979,69.258,        E.Insuffi.
188.979,57.676,        E.Position
188.979,57.346,        E.Insuffi.
203.711,51.719,        E.Insuffi.
203.711,63.302,        E.Position
203.711,63.632,        E.Position
203.711,75.214,        E.Insuffi.
183.391,75.214,        E.Insuffi.
183.391,63.632,        E.Insuffi.
183.391,63.302,        E.Insuffi.
183.391,51.719,        E.Insuffi.
168.659,57.346,        E.Insuffi.
168.659,57.676,        E.Position
168.659,69.258,        E.Insuffi.
168.659,69.588,        E.Position
118.979,69.588,        E.Insuffi.
118.979,69.258,        E.Insuffi.
118.979,57.676,        E.Insuffi.
118.979,57.346,        E.Insuffi.
133.711,51.719,        E.Insuffi.
133.711,63.302,        E.Insuffi.
133.711,63.632,        E.Position
133.711,75.214,        E.Insuffi.
113.391,75.214,        E.Insuffi.
113.391,63.632,        E.Insuffi.
113.391,63.302,        E.Position
113.391,51.719,        E.Insuffi.
98.659,57.346,        E.Insuffi.
98.659,57.676,        E.Insuffi.
98.659,69.258,        E.Insuffi.
98.659,69.588,        E.Insuffi.
28.659,69.588,        E.Position
28.659,69.258,        E.Position
28.659,57.676,        E.Position
28.659,57.346,        E.Insuffi.
43.391,51.719,        E.Insuffi.
43.391,63.302,        E.Insuffi.
43.391,63.632,        E.Insuffi.
43.391,75.214,        E.Insuffi.
63.711,75.214,        E.Position
63.711,63.632,        E.Insuffi.
63.711,63.302,        E.Insuffi.
63.711,51.719,        E.Insuffi.
48.979,57.346,        E.Insuffi.
48.979,57.676,        E.Position
48.979,69.258,        E.Position
48.979,69.588,        E.Insuffi.
188.979,69.931,        E.Insuffi.
188.979,68.915,        W.Insuffi.
188.979,58.019,        W.Insuffi.
188.979,57.003,        E.Insuffi.
203.711,52.062,        W.Insuffi.
203.711,62.959,        W.Insuffi.
203.711,63.975,        W.Insuffi.
203.711,74.872,        E.Insuffi.
183.391,74.872,        W.Insuffi.
183.391,63.975,        W.Insuffi.
183.391,62.959,        W.Insuffi.
183.391,52.062,        W.Insuffi.
168.659,57.003,        E.Insuffi.
168.659,58.019,        E.Insuffi.
168.659,68.915,        E.Insuffi.
168.659,69.931,        E.Insuffi.
118.979,69.931,        E.Insuffi.
118.979,68.915,        E.Position
118.979,58.019,        E.Insuffi.
118.979,57.003,        W.Insuffi.
133.711,52.062,        W.Insuffi.
133.711,62.959,        W.Insuffi.
133.711,63.975,        E.Bridging
133.711,74.872,        W.Insuffi.
113.391,74.872,        W.Insuffi.
113.391,63.975,        W.Insuffi.
113.391,62.959,              GOOD
113.391,52.062,        W.Insuffi.
98.659,57.003,        W.Insuffi.
98.659,58.019,        E.Insuffi.
98.659,68.915,        E.Insuffi.
98.659,69.931,        E.Position
28.659,69.931,        E.Insuffi.
28.659,68.915,        E.Insuffi.
28.659,58.019,        E.Insuffi.
28.659,57.003,        E.Insuffi.
43.391,52.062,        E.Insuffi.
43.391,62.959,        E.Insuffi.
43.391,63.975,        E.Insuffi.
43.391,74.872,        W.Insuffi.
63.711,74.872,        W.Insuffi.
63.711,63.975,        W.Insuffi.
63.711,62.959,        W.Insuffi.
63.711,52.062,        W.Insuffi.
48.979,57.003,        E.Insuffi.
48.979,58.019,        E.Insuffi.
48.979,68.915,        E.Insuffi.
48.979,69.931,        E.Insuffi.
188.979,70.3,        W.Insuffi.
188.979,68.547,        W.Insuffi.
188.979,58.387,        W.Insuffi.
188.979,56.634,        W.Insuffi.
203.711,52.431,        W.Insuffi.
203.711,62.591,        W.Insuffi.
203.711,64.343,        W.Insuffi.
203.711,74.503,        W.Insuffi.
183.391,74.503,        W.Insuffi.
183.391,64.343,        W.Insuffi.
183.391,62.591,        W.Insuffi.
183.391,52.431,        W.Insuffi.
168.659,56.634,        W.Insuffi.
168.659,58.387,        W.Insuffi.
168.659,68.547,        W.Insuffi.
168.659,70.3,        W.Insuffi.
118.979,70.3,        W.Insuffi.
118.979,68.547,        W.Insuffi.
118.979,58.387,        W.Insuffi.
118.979,56.634,        W.Insuffi.
133.711,52.431,        W.Insuffi.
133.711,62.591,              GOOD
133.711,64.343,        E.Bridging
133.711,74.503,        W.Insuffi.
113.391,74.503,        W.Insuffi.
113.391,64.343,        W.Insuffi.
113.391,62.591,        W.Insuffi.
113.391,52.431,        W.Insuffi.
98.659,56.634,              GOOD
98.659,58.387,        W.Insuffi.
98.659,68.547,        W.Insuffi.
98.659,70.3,        W.Insuffi.
28.659,70.3,              GOOD
28.659,68.547,        W.Insuffi.
28.659,58.387,        W.Insuffi.
28.659,56.634,        W.Insuffi.
43.391,52.431,        W.Insuffi.
43.391,62.591,        W.Insuffi.
43.391,64.343,        W.Insuffi.
43.391,74.503,        W.Insuffi.
63.711,74.503,        W.Insuffi.
63.711,64.343,              GOOD
63.711,62.591,        W.Insuffi.
63.711,52.431,        W.Insuffi.
48.979,56.634,        W.Insuffi.
48.979,58.387,        W.Insuffi.
48.979,68.547,        W.Insuffi.
48.979,70.3,        W.Insuffi.
188.979,70.693,        W.Insuffi.
188.979,68.153,        W.Insuffi.
188.979,58.781,        W.Insuffi.
188.979,56.241,        W.Insuffi.
203.711,52.824,              GOOD
203.711,62.197,              GOOD
203.711,64.737,              GOOD
203.711,74.11,              GOOD
183.391,74.11,        W.Insuffi.
183.391,64.737,        W.Insuffi.
183.391,62.197,        W.Insuffi.
183.391,52.824,        W.Insuffi.
168.659,56.241,        W.Insuffi.
168.659,58.781,        W.Insuffi.
168.659,68.153,        W.Insuffi.
168.659,70.693,        W.Insuffi.
118.979,70.693,              GOOD
118.979,68.153,        W.Insuffi.
118.979,58.781,        W.Insuffi.
118.979,56.241,              GOOD
133.711,52.824,        W.Insuffi.
133.711,62.197,        W.Insuffi.
133.711,64.737,              GOOD
133.711,74.11,        W.Insuffi.
113.391,74.11,              GOOD
113.391,64.737,              GOOD
113.391,62.197,        W.Insuffi.
113.391,52.824,              GOOD
98.659,56.241,              GOOD
98.659,58.781,              GOOD
98.659,68.153,              GOOD
98.659,70.693,              GOOD
28.659,70.693,              GOOD
28.659,68.153,              GOOD
28.659,58.781,        W.Insuffi.
28.659,56.241,              GOOD
43.391,52.824,        W.Insuffi.
43.391,62.197,              GOOD
43.391,64.737,              GOOD
43.391,74.11,              GOOD
63.711,74.11,              GOOD
63.711,64.737,              GOOD
63.711,62.197,              GOOD
63.711,52.824,              GOOD
48.979,56.241,              GOOD
48.979,58.781,              GOOD
48.979,68.153,        W.Insuffi.
48.979,70.693,        W.Insuffi.
149.253,113.614,        E.Insuffi.
148.9,113.967,        E.Insuffi.
148.545,114.32,        E.Insuffi.
148.192,114.676,        E.Insuffi.
190.175,25.342,        E.Insuffi.
190.528,24.986,        E.Insuffi.
190.884,24.633,        E.Insuffi.
191.237,24.28,        E.Insuffi.
79.253,113.614,        W.Insuffi.
78.9,113.967,        W.Insuffi.
78.545,114.32,        W.Insuffi.
78.192,114.676,        W.Insuffi.
120.175,25.342,        W.Insuffi.
120.529,24.986,        W.Insuffi.
120.884,24.633,        W.Insuffi.
121.237,24.28,        W.Insuffi.
51.237,24.28,        W.Insuffi.
50.884,24.633,        W.Insuffi.
50.529,24.986,        W.Insuffi.
50.176,25.342,        W.Insuffi.
8.192,114.676,        W.Insuffi.
8.545,114.32,        W.Insuffi.
8.898,113.967,        W.Insuffi.
9.254,113.614,        W.Insuffi.
149.606,113.261,        E.Insuffi.
191.59,23.927,        E.Insuffi.
79.607,113.261,        E.Insuffi.
121.59,23.927,        W.Insuffi.
51.59,23.927,        W.Insuffi.
9.607,113.261,        W.Insuffi.
148.136,111.145,        E.Insuffi.
148.771,110.508,        E.Insuffi.
148.453,110.825,        E.Insuffi.
149.091,110.19,        E.Insuffi.
149.408,109.873,        E.Insuffi.
191.392,20.538,        E.Insuffi.
191.075,20.856,        E.Insuffi.
190.437,21.494,        E.Insuffi.
190.754,21.173,        E.Insuffi.
190.119,21.811,        E.Insuffi.
78.136,111.145,        W.Insuffi.
78.771,110.508,        W.Insuffi.
78.453,110.825,        W.Insuffi.
79.091,110.19,        W.Insuffi.
79.408,109.873,        W.Insuffi.
121.392,20.538,        W.Insuffi.
121.075,20.856,        W.Insuffi.
120.437,21.494,        W.Insuffi.
120.755,21.173,        W.Insuffi.
120.12,21.811,        W.Insuffi.
50.12,21.811,        W.Insuffi.
50.755,21.173,        W.Insuffi.
50.437,21.494,        W.Insuffi.
51.075,20.856,        W.Insuffi.
51.392,20.538,        W.Insuffi.
9.409,109.873,        W.Insuffi.
9.091,110.19,        W.Insuffi.
8.454,110.825,        W.Insuffi.
8.771,110.508,        W.Insuffi.
8.136,111.145,        W.Insuffi.
148.758,107.325,        E.Insuffi.
148.476,107.607,        E.Insuffi.
148.194,107.889,        E.Insuffi.
190.178,18.557,        E.Insuffi.
190.46,18.273,        E.Insuffi.
190.742,17.991,        E.Insuffi.
78.758,107.325,        W.Insuffi.
78.476,107.607,        W.Insuffi.
78.194,107.889,        E.Insuffi.
120.178,18.557,        E.Insuffi.
120.46,18.273,        W.Insuffi.
120.742,17.991,        W.Insuffi.
50.742,17.991,        W.Insuffi.
50.46,18.273,        W.Insuffi.
50.178,18.557,        W.Insuffi.
8.192,107.889,        W.Insuffi.
8.476,107.607,        W.Insuffi.
8.758,107.325,        W.Insuffi.
149.325,106.759,        E.Insuffi.
149.043,107.041,        E.Insuffi.
191.026,17.706,        E.Insuffi.
191.308,17.424,        E.Insuffi.
79.325,106.759,        W.Insuffi.
79.043,107.041,        W.Insuffi.
121.026,17.706,        W.Insuffi.
121.308,17.424,        W.Insuffi.
51.308,17.424,        W.Insuffi.
51.027,17.706,        W.Insuffi.
9.043,107.041,        W.Insuffi.
9.325,106.759,        W.Insuffi.
148.728,104.003,        E.Insuffi.
148.938,103.79,        E.Insuffi.
149.152,103.576,        E.Insuffi.
148.514,104.214,        E.Insuffi.
148.303,104.427,        E.Insuffi.
148.09,104.638,        E.Insuffi.
190.074,15.304,        E.Insuffi.
190.287,15.093,        E.Insuffi.
190.498,14.879,        E.Insuffi.
191.135,14.244,        E.Insuffi.
190.922,14.455,        E.Insuffi.
190.711,14.669,        E.Insuffi.
78.728,104.003,        W.Insuffi.
78.939,103.79,        E.Insuffi.
79.152,103.576,        E.Insuffi.
78.514,104.214,        W.Insuffi.
78.304,104.427,        E.Insuffi.
78.09,104.638,        E.Insuffi.
120.074,15.304,        E.Insuffi.
120.287,15.093,        W.Insuffi.
120.498,14.879,        W.Insuffi.
121.136,14.244,        W.Insuffi.
120.922,14.455,        E.Insuffi.
120.711,14.669,        E.Insuffi.
50.712,14.669,        E.Insuffi.
50.922,14.455,        E.Insuffi.
51.136,14.244,        E.Insuffi.
50.498,14.879,        W.Insuffi.
50.287,15.093,        E.Insuffi.
50.074,15.304,        E.Insuffi.
8.09,104.638,        E.Bridging
8.304,104.427,        E.Bridging
8.514,104.214,        W.Insuffi.
9.152,103.576,        W.Insuffi.
8.939,103.79,        E.Insuffi.
8.728,104.003,        W.Insuffi.
149.363,103.365,        E.Insuffi.
191.346,14.031,        E.Insuffi.
79.363,103.365,        E.Insuffi.
121.346,14.031,        W.Insuffi.
51.347,14.031,        E.Insuffi.
9.363,103.365,        E.Insuffi.
148.702,100.769,        E.Insuffi.
148.56,100.909,        E.Insuffi.
148.418,101.051,        E.Insuffi.
148.278,101.194,        E.Insuffi.
149.408,100.061,        E.Insuffi.
149.269,100.203,        E.Insuffi.
149.126,100.345,        E.Insuffi.
148.984,100.485,        E.Insuffi.
190.968,11.151,        E.Insuffi.
191.11,11.011,        E.Insuffi.
191.252,10.869,        E.Insuffi.
191.392,10.726,        E.Insuffi.
190.262,11.859,        E.Insuffi.
190.404,11.717,        E.Insuffi.
190.544,11.575,        E.Insuffi.
190.686,11.435,        E.Insuffi.
78.702,100.769,        E.Insuffi.
78.56,100.909,        E.Insuffi.
78.418,101.051,        E.Insuffi.
78.278,101.194,        E.Insuffi.
79.408,100.061,        E.Insuffi.
79.269,100.203,        E.Bridging
79.127,100.345,        E.Bridging
78.984,100.485,        E.Bridging
120.968,11.151,        E.Insuffi.
121.11,11.011,        E.Insuffi.
121.252,10.869,        E.Insuffi.
121.392,10.726,        E.Insuffi.
120.262,11.859,        E.Insuffi.
120.404,11.717,        E.Insuffi.
120.544,11.575,        E.Insuffi.
120.686,11.435,        E.Insuffi.
50.686,11.435,        E.Insuffi.
50.544,11.575,        E.Insuffi.
50.402,11.717,        E.Insuffi.
50.262,11.859,        E.Insuffi.
51.392,10.726,        E.Insuffi.
51.253,10.869,        E.Insuffi.
51.11,11.011,        E.Insuffi.
50.968,11.151,        E.Insuffi.
8.984,100.485,        E.Insuffi.
9.127,100.345,        E.Insuffi.
9.269,100.203,        E.Insuffi.
9.409,100.061,        E.Insuffi.
8.278,101.194,        E.Insuffi.
8.418,101.051,        E.Insuffi.
8.56,100.909,        E.Insuffi.
8.702,100.769,        E.Insuffi.
148.842,100.627,        E.Insuffi.
190.828,11.293,        E.Insuffi.
78.842,100.627,        E.Bridging
120.828,11.293,        E.Insuffi.
50.828,11.293,        E.Insuffi.
8.842,100.627,        E.Insuffi.
152.893,114.653,        E.Insuffi.
194.877,25.319,        E.Insuffi.
82.893,114.653,        W.Insuffi.
124.877,25.319,        W.Insuffi.
54.877,25.319,        W.Insuffi.
12.893,114.653,        E.Insuffi.
151.478,113.238,        E.Insuffi.
151.832,113.591,        E.Insuffi.
152.187,113.944,        E.Insuffi.
152.54,114.3,        E.Insuffi.
194.524,24.966,        E.Insuffi.
194.171,24.61,        E.Insuffi.
193.818,24.257,        E.Insuffi.
193.462,23.904,        E.Insuffi.
81.479,113.238,        W.Insuffi.
81.832,113.591,        W.Insuffi.
82.187,113.944,        W.Insuffi.
82.54,114.3,        W.Insuffi.
124.524,24.966,        W.Insuffi.
124.171,24.61,        W.Insuffi.
123.818,24.257,        W.Insuffi.
123.462,23.904,        W.Insuffi.
53.462,23.904,        W.Insuffi.
53.815,24.257,        W.Insuffi.
54.171,24.61,        W.Insuffi.
54.524,24.966,        W.Insuffi.
12.54,114.3,        E.Insuffi.
12.187,113.944,        E.Insuffi.
11.832,113.591,        E.Insuffi.
11.479,113.238,        E.Insuffi.
152.853,111.153,        E.Insuffi.
152.535,110.833,        E.Insuffi.
151.898,110.198,        E.Insuffi.
152.218,110.515,        E.Insuffi.
151.58,109.88,        E.Insuffi.
193.564,20.546,        E.Insuffi.
194.201,21.181,        E.Insuffi.
193.881,20.864,        E.Insuffi.
194.519,21.501,        E.Insuffi.
194.836,21.819,        E.Insuffi.
82.853,111.153,        W.Insuffi.
82.535,110.833,        W.Insuffi.
81.898,110.198,        W.Insuffi.
82.218,110.515,        W.Insuffi.
81.58,109.88,        W.Insuffi.
123.564,20.546,        E.Insuffi.
124.201,21.181,        W.Insuffi.
123.881,20.864,        W.Insuffi.
124.519,21.501,        W.Insuffi.
124.836,21.819,        W.Insuffi.
54.837,21.819,        W.Insuffi.
54.519,21.501,        W.Insuffi.
53.881,20.864,        W.Insuffi.
54.202,21.181,        W.Insuffi.
53.564,20.546,        W.Insuffi.
11.58,109.88,        E.Insuffi.
12.215,110.515,        E.Insuffi.
11.898,110.198,        E.Insuffi.
12.535,110.833,        E.Insuffi.
12.853,111.153,        E.Insuffi.
152.634,107.61,        E.Insuffi.
152.919,107.894,        E.Insuffi.
194.902,18.56,        E.Insuffi.
194.62,18.278,        E.Insuffi.
82.634,107.61,        W.Insuffi.
82.919,107.894,        W.Insuffi.
124.902,18.56,        W.Insuffi.
124.62,18.278,        W.Insuffi.
54.621,18.278,        W.Insuffi.
54.903,18.56,        E.Insuffi.
12.919,107.894,        E.Insuffi.
12.634,107.61,        E.Insuffi.
151.786,106.761,        E.Insuffi.
152.07,107.046,        E.Insuffi.
152.352,107.328,        E.Insuffi.
194.336,17.993,        E.Insuffi.
194.054,17.711,        E.Insuffi.
193.772,17.427,        E.Insuffi.
81.786,106.761,        E.Insuffi.
82.07,107.046,        W.Insuffi.
82.352,107.328,        W.Insuffi.
124.336,17.993,        W.Insuffi.
124.054,17.711,        W.Insuffi.
123.772,17.427,        W.Insuffi.
53.77,17.427,        E.Insuffi.
54.054,17.711,        E.Insuffi.
54.336,17.993,        W.Insuffi.
12.352,107.328,        E.Insuffi.
12.071,107.046,        E.Insuffi.
11.786,106.761,        E.Insuffi.
151.611,103.231,        E.Insuffi.
151.821,103.442,        W.Insuffi.
152.035,103.655,        E.Insuffi.
152.67,104.292,        E.Insuffi.
152.459,104.079,        E.Insuffi.
152.246,103.868,        E.Insuffi.
194.229,14.534,        E.Insuffi.
194.443,14.745,        E.Insuffi.
194.656,14.958,        E.Insuffi.
194.018,14.321,        E.Insuffi.
193.805,14.11,        E.Insuffi.
193.594,13.896,        E.Insuffi.
81.611,103.231,        E.Insuffi.
81.821,103.442,        E.Insuffi.
82.035,103.655,        W.Insuffi.
82.67,104.292,        E.Insuffi.
82.459,104.079,        W.Insuffi.
82.246,103.868,        W.Insuffi.
124.229,14.534,        W.Insuffi.
124.443,14.745,        W.Insuffi.
124.654,14.958,        W.Insuffi.
124.019,14.321,        W.Insuffi.
123.805,14.11,        W.Insuffi.
123.594,13.896,        W.Insuffi.
53.594,13.896,        E.Insuffi.
53.805,14.11,        E.Insuffi.
54.019,14.321,        E.Insuffi.
54.654,14.958,        E.Insuffi.
54.443,14.745,        W.Insuffi.
54.229,14.534,        W.Insuffi.
12.246,103.868,        E.Insuffi.
12.459,104.079,        E.Insuffi.
12.67,104.292,        E.Insuffi.
12.035,103.655,        E.Insuffi.
11.822,103.442,        E.Insuffi.
11.611,103.231,        E.Insuffi.
152.883,104.503,        E.Insuffi.
194.867,15.169,        E.Insuffi.
82.883,104.503,        W.Insuffi.
124.867,15.169,        W.Insuffi.
54.867,15.169,        W.Insuffi.
12.883,104.503,        W.Insuffi.
152.319,100.681,        E.Insuffi.
194.303,11.346,        E.Insuffi.
82.319,100.681,        E.Insuffi.
124.303,11.346,        E.Insuffi.
54.303,11.346,        E.Insuffi.
12.319,100.681,        E.Insuffi.
152.461,100.823,        E.Insuffi.
152.601,100.965,        E.Insuffi.
152.743,101.105,        E.Insuffi.
152.886,101.247,        E.Insuffi.
151.753,100.114,        E.Insuffi.
151.895,100.256,        E.Insuffi.
152.037,100.399,        E.Insuffi.
152.177,100.541,        E.Insuffi.
194.161,11.207,        E.Insuffi.
194.021,11.064,        E.Insuffi.
193.879,10.922,        E.Insuffi.
193.736,10.782,        E.Insuffi.
194.869,11.913,        E.Insuffi.
194.727,11.773,        E.Insuffi.
194.585,11.631,        E.Insuffi.
194.445,11.488,        E.Insuffi.
82.459,100.823,        E.Insuffi.
82.601,100.965,        E.Insuffi.
82.744,101.105,        E.Insuffi.
82.886,101.247,        E.Insuffi.
81.753,100.114,        E.Insuffi.
81.895,100.256,        E.Insuffi.
82.035,100.399,        E.Insuffi.
82.177,100.541,        E.Insuffi.
124.161,11.207,        E.Insuffi.
124.021,11.064,        W.Insuffi.
123.879,10.922,        W.Insuffi.
123.737,10.782,        E.Insuffi.
124.869,11.913,        E.Bridging
124.727,11.773,        E.Bridging
124.585,11.631,        E.Insuffi.
124.445,11.488,        W.Insuffi.
54.445,11.488,        E.Insuffi.
54.585,11.631,        E.Insuffi.
54.727,11.773,        E.Insuffi.
54.87,11.913,        E.Insuffi.
53.737,10.782,        W.Insuffi.
53.879,10.922,        W.Insuffi.
54.021,11.064,        E.Insuffi.
54.161,11.207,        W.Insuffi.
12.177,100.541,        E.Insuffi.
12.035,100.399,        E.Insuffi.
11.895,100.256,        E.Insuffi.
11.753,100.114,        E.Insuffi.
12.886,101.247,        E.Insuffi.
12.744,101.105,        E.Insuffi.
12.601,100.965,        E.Insuffi.
12.459,100.823,        E.Insuffi.
158.687,109.535,        E.Insuffi.
158.687,110.434,        E.Insuffi.
158.687,109.985,        E.Insuffi.
158.687,110.886,        E.Insuffi.
158.687,111.336,        E.Insuffi.
200.671,22.002,        E.Insuffi.
200.671,21.552,        E.Insuffi.
200.671,20.653,        E.Insuffi.
200.671,21.102,        E.Insuffi.
200.671,20.201,        E.Insuffi.
88.687,109.535,        W.Insuffi.
88.687,110.434,        W.Insuffi.
88.687,109.985,        W.Insuffi.
88.687,110.886,        W.Insuffi.
88.687,111.336,        W.Insuffi.
130.671,22.002,        E.Insuffi.
130.671,21.552,        E.Insuffi.
130.671,20.653,        E.Insuffi.
130.671,21.102,        E.Insuffi.
130.671,20.201,        E.Insuffi.
60.671,20.201,        W.Insuffi.
60.671,21.102,        W.Insuffi.
60.671,20.653,        W.Insuffi.
60.671,21.552,        W.Insuffi.
60.671,22.002,        W.Insuffi.
18.687,111.336,        W.Insuffi.
18.687,110.886,        W.Insuffi.
18.687,109.985,        W.Insuffi.
18.687,110.434,        W.Insuffi.
18.687,109.535,        E.Insuffi.
155.713,110.396,        E.Insuffi.
156.612,110.396,        E.Insuffi.
156.162,110.396,        E.Insuffi.
155.263,110.396,        E.Insuffi.
154.813,110.396,        E.Insuffi.
196.797,21.062,        E.Insuffi.
197.247,21.062,        E.Insuffi.
198.146,21.062,        E.Insuffi.
198.595,21.062,        E.Insuffi.
197.696,21.062,        E.Insuffi.
85.713,110.396,        E.Insuffi.
86.612,110.396,        E.Insuffi.
86.162,110.396,        E.Insuffi.
85.263,110.396,        E.Insuffi.
84.814,110.396,        E.Insuffi.
126.797,21.062,        E.Insuffi.
127.247,21.062,        E.Insuffi.
128.146,21.062,        E.Insuffi.
128.596,21.062,        E.Insuffi.
127.696,21.062,        E.Insuffi.
57.697,21.062,        E.Insuffi.
58.596,21.062,        E.Insuffi.
58.146,21.062,        E.Insuffi.
57.247,21.062,        E.Insuffi.
56.797,21.062,        E.Insuffi.
14.811,110.396,        E.Insuffi.
15.263,110.396,        E.Insuffi.
16.162,110.396,        E.Insuffi.
16.612,110.396,        E.Insuffi.
15.713,110.396,        E.Insuffi.
158.687,114.524,        E.Insuffi.
158.687,114.023,        W.Insuffi.
158.687,113.523,        W.Insuffi.
158.687,113.022,        E.Insuffi.
200.671,23.688,        E.Insuffi.
200.671,24.188,        E.Insuffi.
200.671,24.689,        E.Insuffi.
200.671,25.189,        E.Insuffi.
88.687,114.524,        W.Insuffi.
88.687,114.023,        W.Insuffi.
88.687,113.523,        W.Insuffi.
88.687,113.022,        W.Insuffi.
130.671,23.688,        E.Insuffi.
130.671,24.188,        E.Insuffi.
130.671,24.689,        E.Insuffi.
130.671,25.189,        E.Insuffi.
60.671,25.189,        W.Insuffi.
60.671,24.689,        W.Insuffi.
60.671,24.188,        W.Insuffi.
60.671,23.688,        W.Insuffi.
18.687,113.022,        W.Insuffi.
18.687,113.523,        W.Insuffi.
18.687,114.023,        E.Insuffi.
18.687,114.524,        E.Insuffi.
154.824,114.021,        E.Insuffi.
155.824,114.021,        E.Insuffi.
156.825,114.021,        E.Insuffi.
198.809,24.689,        E.Insuffi.
197.808,24.689,        E.Insuffi.
196.81,24.689,        E.Insuffi.
84.824,114.021,        E.Insuffi.
85.825,114.021,        E.Insuffi.
86.825,114.021,        E.Insuffi.
128.809,24.689,        E.Insuffi.
127.808,24.689,        E.Insuffi.
126.807,24.689,        E.Insuffi.
56.808,24.689,        E.Insuffi.
57.808,24.689,        E.Insuffi.
58.809,24.689,        E.Insuffi.
16.825,114.021,        E.Insuffi.
15.825,114.021,        E.Insuffi.
14.824,114.021,        E.Insuffi.
155.324,114.021,        E.Insuffi.
156.325,114.021,        E.Insuffi.
198.308,24.689,        E.Insuffi.
197.308,24.689,        E.Insuffi.
85.324,114.021,        E.Insuffi.
86.325,114.021,        E.Insuffi.
128.309,24.689,        E.Insuffi.
127.308,24.689,        E.Insuffi.
57.308,24.689,        E.Insuffi.
58.309,24.689,        E.Insuffi.
16.325,114.021,        E.Insuffi.
15.324,114.021,        E.Insuffi.
158.687,115.024,        E.Insuffi.
200.671,25.69,        E.Insuffi.
88.687,115.024,        W.Insuffi.
130.671,25.69,        E.Insuffi.
60.671,25.69,        W.Insuffi.
18.687,115.024,        E.Insuffi.
158.687,103.947,        E.Insuffi.
158.687,104.249,        E.Insuffi.
158.687,104.549,        E.Insuffi.
158.687,103.647,        E.Insuffi.
158.687,103.348,        E.Insuffi.
158.687,103.048,        E.Insuffi.
200.671,13.714,        E.Insuffi.
200.671,14.013,        E.Insuffi.
200.671,14.313,        E.Insuffi.
200.671,15.215,        E.Insuffi.
200.671,14.915,        E.Insuffi.
200.671,14.613,        E.Insuffi.
88.687,103.947,        W.Insuffi.
88.687,104.249,        W.Insuffi.
88.687,104.549,        W.Insuffi.
88.687,103.647,        E.Insuffi.
88.687,103.348,        E.Insuffi.
88.687,103.048,        E.Insuffi.
130.671,13.714,        E.Insuffi.
130.671,14.013,        E.Insuffi.
130.671,14.313,        E.Insuffi.
130.671,15.215,        E.Insuffi.
130.671,14.915,        E.Insuffi.
130.671,14.613,        E.Insuffi.
60.671,14.613,        W.Insuffi.
60.671,14.915,        E.Insuffi.
60.671,15.215,        W.Insuffi.
60.671,14.313,        W.Insuffi.
60.671,14.013,        E.Insuffi.
60.671,13.714,        E.Insuffi.
18.687,103.048,        E.Insuffi.
18.687,103.348,        E.Insuffi.
18.687,103.647,        E.Insuffi.
18.687,104.549,        E.Insuffi.
18.687,104.249,        E.Insuffi.
18.687,103.947,        E.Insuffi.
155.682,103.922,        E.Insuffi.
155.382,103.922,        E.Insuffi.
155.982,103.922,        E.Insuffi.
156.282,103.922,        E.Insuffi.
156.581,103.922,        E.Insuffi.
198.565,14.59,        E.Insuffi.
198.265,14.59,        E.Insuffi.
197.966,14.59,        E.Insuffi.
197.366,14.59,        E.Insuffi.
197.666,14.59,        E.Insuffi.
85.682,103.922,        E.Insuffi.
85.383,103.922,        E.Insuffi.
85.982,103.922,        E.Insuffi.
86.282,103.922,        E.Insuffi.
86.581,103.922,        E.Insuffi.
128.565,14.59,        E.Insuffi.
