   Pos X,   Pos Y,  Result
111.481,83.152,        E.Insuffi.
114.897,83.66,        E.Insuffi.
120.854,83.152,        E.Insuffi.
123.394,83.152,        E.Insuffi.
117.437,83.66,        E.Insuffi.
126.81,83.66,        E.Insuffi.
123.394,89.756,        E.Insuffi.
126.81,90.264,        E.Insuffi.
120.854,89.756,        E.Insuffi.
117.437,90.264,        E.Insuffi.
114.897,90.264,        E.Insuffi.
111.481,89.756,        E.Insuffi.
105.525,90.264,        E.Insuffi.
108.941,89.756,        E.Insuffi.
108.941,43.401,        E.Insuffi.
105.525,43.909,        E.Insuffi.
111.481,43.401,        E.Insuffi.
114.897,43.909,        E.Insuffi.
117.437,43.909,        E.Insuffi.
120.854,43.401,        E.Insuffi.
126.81,43.909,        E.Insuffi.
123.394,43.401,        E.Insuffi.
126.81,37.305,        E.Insuffi.
117.437,37.305,        E.Insuffi.
123.394,36.797,        E.Insuffi.
120.854,36.797,        E.Insuffi.
114.897,37.305,        E.Insuffi.
111.481,36.797,        E.Insuffi.
108.941,36.797,        E.Insuffi.
105.525,37.305,        E.Insuffi.
123.297,74.11,        E.Insuffi.
122.789,70.693,        E.Insuffi.
122.789,68.153,        E.Insuffi.
123.297,64.737,        E.Insuffi.
122.789,58.781,        E.Insuffi.
122.789,56.241,        E.Insuffi.
123.297,62.197,        E.Insuffi.
123.297,52.824,        E.Insuffi.
129.393,56.241,        E.Insuffi.
129.901,52.824,        E.Insuffi.
129.393,58.781,        E.Insuffi.
129.901,62.197,        E.Insuffi.
129.901,64.737,        E.Insuffi.
129.393,68.153,        E.Insuffi.
129.901,74.11,        E.Insuffi.
129.393,70.693,        E.Insuffi.
109.073,70.693,        E.Insuffi.
109.581,74.11,        E.Insuffi.
109.073,68.153,        E.Insuffi.
109.581,64.737,        E.Insuffi.
109.581,62.197,        E.Insuffi.
109.073,58.781,        E.Insuffi.
109.581,52.824,        E.Insuffi.
109.073,56.241,        E.Insuffi.
102.977,52.824,        E.Insuffi.
102.977,62.197,        E.Insuffi.
102.469,56.241,        E.Insuffi.
102.469,58.781,        E.Insuffi.
102.977,64.737,        E.Insuffi.
102.469,68.153,        E.Insuffi.
102.469,70.693,        E.Insuffi.
102.977,74.11,        E.Insuffi.
32.977,74.11,        E.Insuffi.
32.469,70.693,        E.Insuffi.
32.469,68.153,        E.Insuffi.
32.977,64.737,        E.Insuffi.
32.469,58.781,        E.Insuffi.
32.469,56.241,        E.Insuffi.
32.977,62.197,        E.Insuffi.
32.977,52.824,        E.Insuffi.
39.073,56.241,        E.Insuffi.
39.581,52.824,        E.Insuffi.
39.073,58.781,        E.Insuffi.
39.581,62.197,        E.Insuffi.
39.581,64.737,        E.Insuffi.
39.073,68.153,        E.Insuffi.
39.581,74.11,        E.Insuffi.
39.073,70.693,        E.Insuffi.
59.393,70.693,        E.Insuffi.
59.901,74.11,        E.Insuffi.
59.393,68.153,        E.Insuffi.
59.901,64.737,        E.Insuffi.
59.901,62.197,        E.Insuffi.
59.393,58.781,        E.Insuffi.
59.901,52.824,        E.Insuffi.
59.393,56.241,        E.Insuffi.
53.297,52.824,        E.Insuffi.
53.297,62.197,        E.Insuffi.
52.789,56.241,        E.Insuffi.
52.789,58.781,        E.Insuffi.
53.297,64.737,        E.Insuffi.
52.789,68.153,        E.Insuffi.
52.789,70.693,        E.Insuffi.
53.297,74.11,        E.Insuffi.
35.525,37.305,        E.Insuffi.
38.941,36.797,        E.Insuffi.
41.481,36.797,        E.Insuffi.
44.898,37.305,        E.Insuffi.
50.854,36.797,        E.Insuffi.
53.394,36.797,        E.Insuffi.
47.438,37.305,        E.Insuffi.
56.81,37.305,        E.Insuffi.
53.394,43.401,        E.Insuffi.
56.81,43.909,        E.Insuffi.
50.854,43.401,        E.Insuffi.
47.438,43.909,        E.Insuffi.
44.898,43.909,        E.Insuffi.
41.481,43.401,        E.Insuffi.
35.525,43.909,        E.Insuffi.
38.941,43.401,        E.Insuffi.
38.941,89.756,        E.Insuffi.
35.525,90.264,        E.Insuffi.
41.481,89.756,        E.Insuffi.
44.898,90.264,        E.Insuffi.
47.438,90.264,        E.Insuffi.
50.854,89.756,        E.Insuffi.
56.81,90.264,        E.Insuffi.
53.394,89.756,        E.Insuffi.
56.81,83.66,        E.Insuffi.
47.438,83.66,        E.Insuffi.
53.394,83.152,        E.Insuffi.
50.854,83.152,        E.Insuffi.
44.898,83.66,        E.Insuffi.
41.481,83.152,        E.Insuffi.
38.941,83.152,        E.Insuffi.
35.525,83.66,        E.Insuffi.
175.131,83.647,        E.Insuffi.
179.335,83.165,        E.Insuffi.
181.087,83.165,        E.Insuffi.
185.291,83.647,        E.Insuffi.
191.247,83.165,        E.Insuffi.
193,83.165,        E.Insuffi.
187.044,83.647,        E.Insuffi.
197.204,83.647,        E.Insuffi.
193,89.769,        E.Insuffi.
197.204,90.251,        E.Insuffi.
191.247,89.769,        E.Insuffi.
187.044,90.251,        E.Insuffi.
185.291,90.251,        E.Insuffi.
181.087,89.769,        E.Insuffi.
175.131,90.251,        E.Insuffi.
179.335,89.769,        E.Insuffi.
179.335,43.414,        E.Insuffi.
175.131,43.896,        E.Insuffi.
181.087,43.414,        E.Insuffi.
185.291,43.896,        E.Insuffi.
187.044,43.896,        E.Insuffi.
191.247,43.414,        E.Insuffi.
197.204,43.896,        E.Insuffi.
193,43.414,        E.Insuffi.
197.204,37.292,        E.Insuffi.
187.044,37.292,        E.Insuffi.
193,36.81,        E.Insuffi.
191.247,36.81,        E.Insuffi.
185.291,37.292,        E.Insuffi.
181.087,36.81,        E.Insuffi.
179.335,36.81,        E.Insuffi.
175.131,37.292,        E.Insuffi.
193.284,74.503,        E.Insuffi.
192.802,70.3,        E.Insuffi.
192.802,68.547,        E.Insuffi.
193.284,64.343,        E.Insuffi.
192.802,58.387,        E.Insuffi.
192.802,56.634,        E.Insuffi.
193.284,62.591,        E.Insuffi.
193.284,52.431,        E.Insuffi.
199.406,56.634,        E.Insuffi.
199.888,52.431,        E.Insuffi.
199.406,58.387,        E.Insuffi.
199.888,62.591,        E.Insuffi.
199.888,64.343,        E.Insuffi.
199.406,68.547,        E.Insuffi.
199.888,74.503,        E.Insuffi.
199.406,70.3,        E.Insuffi.
179.086,70.3,        E.Insuffi.
179.568,74.503,        E.Insuffi.
179.086,68.547,        E.Insuffi.
179.568,64.343,        E.Insuffi.
179.568,62.591,        E.Insuffi.
179.086,58.387,        E.Insuffi.
179.568,52.431,        E.Insuffi.
179.086,56.634,        E.Insuffi.
172.964,52.431,        E.Insuffi.
172.964,62.591,        E.Insuffi.
172.482,56.634,        E.Insuffi.
172.482,58.387,        E.Insuffi.
172.964,64.343,        E.Insuffi.
172.482,68.547,        E.Insuffi.
172.482,70.3,        E.Insuffi.
172.964,74.503,        E.Insuffi.
105.131,83.647,        E.Insuffi.
109.335,83.165,        E.Insuffi.
111.087,83.165,        E.Insuffi.
115.291,83.647,        E.Insuffi.
121.247,83.165,        E.Insuffi.
123,83.165,        E.Insuffi.
117.044,83.647,        E.Insuffi.
127.204,83.647,        E.Insuffi.
123,89.769,        E.Insuffi.
127.204,90.251,        E.Insuffi.
121.247,89.769,        E.Insuffi.
117.044,90.251,        E.Insuffi.
115.291,90.251,        E.Insuffi.
111.087,89.769,        E.Insuffi.
105.131,90.251,        E.Insuffi.
109.335,89.769,        E.Insuffi.
109.335,43.414,        E.Insuffi.
105.131,43.896,        E.Insuffi.
111.087,43.414,        E.Insuffi.
115.291,43.896,        E.Insuffi.
117.044,43.896,        E.Insuffi.
121.247,43.414,        E.Insuffi.
127.204,43.896,        E.Insuffi.
123,43.414,        E.Insuffi.
127.204,37.292,        E.Insuffi.
117.044,37.292,        E.Insuffi.
123,36.81,        E.Insuffi.
121.247,36.81,        E.Insuffi.
115.291,37.292,        E.Insuffi.
111.087,36.81,        E.Insuffi.
109.335,36.81,        E.Insuffi.
105.131,37.292,        E.Insuffi.
123.284,74.503,        E.Insuffi.
122.802,70.3,        E.Insuffi.
122.802,68.547,        E.Insuffi.
123.284,64.343,        E.Insuffi.
122.802,58.387,        E.Insuffi.
122.802,56.634,        E.Insuffi.
123.284,62.591,        E.Insuffi.
123.284,52.431,        E.Insuffi.
129.406,56.634,        E.Insuffi.
129.888,52.431,        E.Insuffi.
129.406,58.387,        E.Insuffi.
129.888,62.591,        E.Insuffi.
129.888,64.343,        E.Insuffi.
129.406,68.547,        E.Insuffi.
129.888,74.503,        E.Insuffi.
129.406,70.3,        E.Insuffi.
109.086,70.3,        E.Insuffi.
109.568,74.503,        E.Insuffi.
109.086,68.547,        E.Insuffi.
109.568,64.343,        E.Insuffi.
109.568,62.591,        E.Insuffi.
109.086,58.387,        E.Insuffi.
109.568,52.431,        E.Insuffi.
109.086,56.634,        E.Insuffi.
102.964,52.431,        E.Insuffi.
102.964,62.591,        E.Insuffi.
102.482,56.634,        E.Insuffi.
102.482,58.387,        E.Insuffi.
102.964,64.343,        E.Insuffi.
102.482,68.547,        E.Insuffi.
102.482,70.3,        E.Insuffi.
102.964,74.503,        E.Insuffi.
32.964,74.503,        E.Insuffi.
32.482,70.3,        E.Insuffi.
32.482,68.547,        E.Insuffi.
32.964,64.343,        E.Insuffi.
32.482,58.387,        E.Insuffi.
32.482,56.634,        E.Insuffi.
32.964,62.591,        E.Insuffi.
32.964,52.431,        E.Insuffi.
39.086,56.634,        E.Insuffi.
39.569,52.431,        E.Insuffi.
39.086,58.387,        E.Insuffi.
39.569,62.591,        E.Insuffi.
39.569,64.343,        E.Insuffi.
39.086,68.547,        E.Insuffi.
39.569,74.503,        E.Insuffi.
39.086,70.3,        E.Insuffi.
59.406,70.3,        E.Insuffi.
59.889,74.503,        E.Insuffi.
59.406,68.547,        E.Insuffi.
59.889,64.343,        E.Insuffi.
59.889,62.591,        E.Insuffi.
59.406,58.387,        E.Insuffi.
59.889,52.431,        E.Insuffi.
59.406,56.634,        E.Insuffi.
53.285,52.431,        E.Insuffi.
53.285,62.591,        E.Insuffi.
52.802,56.634,        E.Insuffi.
52.802,58.387,        E.Insuffi.
53.285,64.343,        E.Insuffi.
52.802,68.547,        E.Insuffi.
52.802,70.3,        E.Insuffi.
53.285,74.503,        E.Insuffi.
35.131,37.292,        E.Insuffi.
39.335,36.81,        E.Insuffi.
41.087,36.81,        E.Insuffi.
45.291,37.292,        E.Insuffi.
51.248,36.81,        E.Insuffi.
53,36.81,        E.Insuffi.
47.044,37.292,        E.Insuffi.
57.204,37.292,        E.Insuffi.
53,43.414,        E.Insuffi.
57.204,43.896,        E.Insuffi.
51.248,43.414,        E.Insuffi.
47.044,43.896,        E.Insuffi.
45.291,43.896,        E.Insuffi.
41.087,43.414,        E.Insuffi.
35.131,43.896,        E.Insuffi.
39.335,43.414,        E.Insuffi.
39.335,89.769,        E.Insuffi.
35.131,90.251,        E.Insuffi.
41.087,89.769,        E.Insuffi.
45.291,90.251,        E.Insuffi.
47.044,90.251,        E.Insuffi.
51.248,89.769,        E.Insuffi.
57.204,90.251,        E.Insuffi.
53,89.769,        E.Insuffi.
57.204,83.647,        E.Insuffi.
47.044,83.647,        E.Insuffi.
53,83.165,        E.Insuffi.
51.248,83.165,        E.Insuffi.
45.291,83.647,        E.Insuffi.
41.087,83.165,        E.Insuffi.
39.335,83.165,        E.Insuffi.
35.131,83.647,        E.Insuffi.
174.763,83.635,        E.Insuffi.
179.703,83.177,        E.Insuffi.
180.719,83.177,        E.Insuffi.
185.659,83.635,        E.Insuffi.
191.616,83.177,        E.Insuffi.
192.632,83.177,        E.Insuffi.
186.675,83.635,        E.Insuffi.
197.572,83.635,        E.Insuffi.
192.632,89.781,        E.Insuffi.
197.572,90.239,        E.Insuffi.
191.616,89.781,        E.Insuffi.
186.675,90.239,        E.Insuffi.
185.659,90.239,        E.Insuffi.
180.719,89.781,        E.Insuffi.
174.763,90.239,        E.Insuffi.
179.703,89.781,        E.Insuffi.
179.703,43.426,        E.Insuffi.
174.763,43.884,        E.Insuffi.
180.719,43.426,        E.Insuffi.
185.659,43.884,        E.Insuffi.
186.675,43.884,        E.Insuffi.
191.616,43.426,        E.Insuffi.
197.572,43.884,        E.Insuffi.
192.632,43.426,        E.Insuffi.
197.572,37.28,        E.Insuffi.
186.675,37.28,        E.Insuffi.
192.632,36.822,        E.Insuffi.
191.616,36.822,        E.Insuffi.
185.659,37.28,        E.Insuffi.
180.719,36.822,        E.Insuffi.
179.703,36.822,        E.Insuffi.
174.763,37.28,        E.Insuffi.
193.272,74.872,        E.Insuffi.
192.814,69.931,        E.Insuffi.
192.814,68.915,        E.Insuffi.
193.272,63.975,        E.Insuffi.
192.814,58.019,        E.Insuffi.
192.814,57.003,        E.Insuffi.
193.272,62.959,        E.Insuffi.
193.272,52.062,        E.Insuffi.
199.418,57.003,        E.Insuffi.
199.876,52.062,        E.Insuffi.
199.418,58.019,        E.Insuffi.
199.876,62.959,        E.Insuffi.
199.876,63.975,        E.Insuffi.
199.418,68.915,        E.Insuffi.
199.876,74.872,        E.Insuffi.
199.418,69.931,        E.Insuffi.
179.098,69.931,        E.Insuffi.
179.556,74.872,        E.Insuffi.
179.098,68.915,        E.Insuffi.
179.556,63.975,        E.Insuffi.
179.556,62.959,        E.Insuffi.
179.098,58.019,        E.Insuffi.
179.556,52.062,        E.Insuffi.
179.098,57.003,        E.Insuffi.
172.952,52.062,        E.Insuffi.
172.952,62.959,        E.Insuffi.
172.494,57.003,        E.Insuffi.
172.494,58.019,        E.Insuffi.
172.952,63.975,        E.Insuffi.
172.494,68.915,        E.Insuffi.
172.494,69.931,        E.Insuffi.
172.952,74.872,        E.Insuffi.
104.763,83.635,        E.Insuffi.
109.703,83.177,        E.Insuffi.
110.719,83.177,        E.Insuffi.
115.659,83.635,        E.Insuffi.
121.616,83.177,        E.Insuffi.
122.632,83.177,        E.Insuffi.
116.675,83.635,        E.Insuffi.
127.572,83.635,        E.Insuffi.
122.632,89.781,        E.Insuffi.
127.572,90.239,        E.Insuffi.
121.616,89.781,        E.Insuffi.
116.675,90.239,        E.Insuffi.
115.659,90.239,        E.Insuffi.
110.719,89.781,        E.Insuffi.
104.763,90.239,        E.Insuffi.
109.703,89.781,        E.Insuffi.
109.703,43.426,        E.Insuffi.
104.763,43.884,        E.Insuffi.
110.719,43.426,        E.Insuffi.
115.659,43.884,        E.Insuffi.
116.675,43.884,        E.Insuffi.
121.616,43.426,        E.Insuffi.
127.572,43.884,        E.Insuffi.
122.632,43.426,        E.Insuffi.
127.572,37.28,        E.Insuffi.
116.675,37.28,        E.Insuffi.
122.632,36.822,        E.Insuffi.
121.616,36.822,        E.Insuffi.
115.659,37.28,        E.Insuffi.
110.719,36.822,        E.Insuffi.
109.703,36.822,        E.Insuffi.
104.763,37.28,        E.Insuffi.
123.272,74.872,        E.Insuffi.
122.815,69.931,        E.Insuffi.
122.815,68.915,        E.Insuffi.
123.272,63.975,        E.Insuffi.
122.815,58.019,        E.Insuffi.
122.815,57.003,        E.Insuffi.
123.272,62.959,        E.Insuffi.
123.272,52.062,        E.Insuffi.
129.419,57.003,        E.Insuffi.
129.876,52.062,        E.Insuffi.
129.419,58.019,        E.Insuffi.
129.876,62.959,        E.Insuffi.
129.876,63.975,        E.Insuffi.
129.419,68.915,        E.Insuffi.
129.876,74.872,        E.Insuffi.
129.419,69.931,        E.Insuffi.
109.099,69.931,        E.Insuffi.
109.556,74.872,        E.Insuffi.
109.099,68.915,        E.Insuffi.
109.556,63.975,        E.Insuffi.
109.556,62.959,        E.Insuffi.
109.099,58.019,        E.Insuffi.
109.556,52.062,        E.Insuffi.
109.099,57.003,        E.Insuffi.
102.952,52.062,        E.Insuffi.
102.952,62.959,        E.Insuffi.
102.495,57.003,        E.Insuffi.
102.495,58.019,        E.Insuffi.
102.952,63.975,        E.Insuffi.
102.495,68.915,        E.Insuffi.
102.495,69.931,        E.Insuffi.
102.952,74.872,        E.Insuffi.
32.952,74.872,        E.Insuffi.
32.495,69.931,        E.Insuffi.
32.495,68.915,        E.Insuffi.
32.952,63.975,        E.Insuffi.
32.495,58.019,        E.Insuffi.
32.495,57.003,        E.Insuffi.
32.952,62.959,        E.Insuffi.
32.952,52.062,        E.Insuffi.
39.099,57.003,        E.Insuffi.
39.556,52.062,        E.Insuffi.
39.099,58.019,        E.Insuffi.
39.556,62.959,        E.Insuffi.
39.556,63.975,        E.Insuffi.
39.099,68.915,        E.Insuffi.
39.556,74.872,        E.Insuffi.
39.099,69.931,        E.Insuffi.
59.419,69.931,        E.Insuffi.
59.876,74.872,        E.Insuffi.
59.419,68.915,        E.Insuffi.
59.876,63.975,        E.Insuffi.
59.876,62.959,        E.Insuffi.
59.419,58.019,        E.Insuffi.
59.876,52.062,        E.Insuffi.
59.419,57.003,        E.Insuffi.
53.272,52.062,        E.Insuffi.
53.272,62.959,        E.Insuffi.
52.815,57.003,        E.Insuffi.
52.815,58.019,        E.Insuffi.
53.272,63.975,        E.Insuffi.
52.815,68.915,        E.Insuffi.
52.815,69.931,        E.Insuffi.
53.272,74.872,        E.Insuffi.
34.763,37.28,        E.Insuffi.
39.703,36.822,        E.Insuffi.
40.719,36.822,        E.Insuffi.
45.66,37.28,        E.Insuffi.
51.616,36.822,        E.Insuffi.
52.632,36.822,        E.Insuffi.
46.676,37.28,        E.Insuffi.
57.572,37.28,        E.Insuffi.
52.632,43.426,        E.Insuffi.
57.572,43.884,        E.Insuffi.
51.616,43.426,        E.Insuffi.
46.676,43.884,        E.Insuffi.
45.66,43.884,        E.Insuffi.
40.719,43.426,        E.Insuffi.
34.763,43.884,        E.Insuffi.
39.703,43.426,        E.Insuffi.
39.703,89.781,        E.Insuffi.
34.763,90.239,        E.Insuffi.
40.719,89.781,        E.Insuffi.
45.66,90.239,        E.Insuffi.
46.676,90.239,        E.Insuffi.
51.616,89.781,        E.Insuffi.
57.572,90.239,        E.Insuffi.
52.632,89.781,        E.Insuffi.
57.572,83.635,        E.Insuffi.
46.676,83.635,        E.Insuffi.
52.632,83.177,        E.Insuffi.
51.616,83.177,        E.Insuffi.
45.66,83.635,        E.Insuffi.
40.719,83.177,        E.Insuffi.
39.703,83.177,        E.Insuffi.
34.763,83.635,        E.Insuffi.
174.42,83.622,        E.Insuffi.
180.046,83.19,        E.Insuffi.
180.376,83.19,        E.Insuffi.
186.002,83.622,        E.Insuffi.
191.958,83.19,        E.Insuffi.
192.289,83.19,        E.Insuffi.
186.332,83.622,        E.Insuffi.
197.915,83.622,        E.Insuffi.
192.289,89.794,        E.Insuffi.
197.915,90.226,        E.Insuffi.
191.958,89.794,        E.Insuffi.
186.332,90.226,        E.Insuffi.
186.002,90.226,        E.Insuffi.
180.376,89.794,        E.Insuffi.
174.42,90.226,        E.Insuffi.
180.046,89.794,        E.Insuffi.
180.046,43.439,        E.Insuffi.
174.42,43.871,        E.Insuffi.
180.376,43.439,        E.Insuffi.
186.002,43.871,        E.Insuffi.
186.332,43.871,        E.Insuffi.
191.958,43.439,        E.Insuffi.
197.915,43.871,        E.Insuffi.
192.289,43.439,        E.Insuffi.
197.915,37.267,        E.Insuffi.
186.332,37.267,        E.Insuffi.
192.289,36.835,        E.Insuffi.
191.958,36.835,        E.Insuffi.
186.002,37.267,        E.Insuffi.
180.376,36.835,        E.Insuffi.
180.046,36.835,        E.Insuffi.
174.42,37.267,        E.Insuffi.
193.259,75.214,        E.Insuffi.
192.827,69.588,        E.Insuffi.
192.827,69.258,        E.Insuffi.
193.259,63.632,        E.Insuffi.
192.827,57.676,        E.Insuffi.
192.827,57.346,        E.Insuffi.
193.259,63.302,        E.Insuffi.
193.259,51.719,        E.Insuffi.
199.431,57.346,        E.Insuffi.
199.863,51.719,        E.Insuffi.
199.431,57.676,        E.Insuffi.
199.863,63.302,        E.Insuffi.
199.863,63.632,        E.Insuffi.
199.431,69.258,        E.Insuffi.
199.863,75.214,        E.Insuffi.
199.431,69.588,        E.Insuffi.
179.111,69.588,        E.Insuffi.
179.543,75.214,        E.Insuffi.
179.111,69.258,        E.Insuffi.
179.543,63.632,        E.Insuffi.
179.543,63.302,        E.Insuffi.
179.111,57.676,        E.Insuffi.
179.543,51.719,        E.Insuffi.
179.111,57.346,        E.Insuffi.
172.939,51.719,        E.Insuffi.
172.939,63.302,        E.Insuffi.
172.507,57.346,        E.Insuffi.
172.507,57.676,        E.Insuffi.
172.939,63.632,        E.Insuffi.
172.507,69.258,        E.Insuffi.
172.507,69.588,        E.Insuffi.
172.939,75.214,        E.Insuffi.
104.42,83.622,        E.Insuffi.
110.046,83.19,        E.Insuffi.
110.376,83.19,        E.Insuffi.
116.002,83.622,        E.Insuffi.
121.959,83.19,        E.Insuffi.
122.289,83.19,        E.Insuffi.
116.332,83.622,        E.Insuffi.
127.915,83.622,        E.Insuffi.
122.289,89.794,        E.Insuffi.
127.915,90.226,        E.Insuffi.
121.959,89.794,        E.Insuffi.
116.332,90.226,        E.Insuffi.
116.002,90.226,        E.Insuffi.
110.376,89.794,        E.Insuffi.
104.42,90.226,        E.Insuffi.
110.046,89.794,        E.Insuffi.
110.046,43.439,        E.Insuffi.
104.42,43.871,        E.Insuffi.
110.376,43.439,        E.Insuffi.
116.002,43.871,        E.Insuffi.
116.332,43.871,        E.Insuffi.
121.959,43.439,        E.Insuffi.
127.915,43.871,        E.Insuffi.
122.289,43.439,        E.Insuffi.
127.915,37.267,        E.Insuffi.
116.332,37.267,        E.Insuffi.
122.289,36.835,        E.Insuffi.
121.959,36.835,        E.Insuffi.
116.002,37.267,        E.Insuffi.
110.376,36.835,        E.Insuffi.
110.046,36.835,        E.Insuffi.
104.42,37.267,        E.Insuffi.
123.259,75.214,        E.Insuffi.
122.827,69.588,        E.Insuffi.
122.827,69.258,        E.Insuffi.
123.259,63.632,        E.Insuffi.
122.827,57.676,        E.Insuffi.
122.827,57.346,        E.Insuffi.
123.259,63.302,        E.Insuffi.
123.259,51.719,        E.Insuffi.
129.431,57.346,        E.Insuffi.
129.863,51.719,        E.Insuffi.
129.431,57.676,        E.Insuffi.
129.863,63.302,        E.Insuffi.
129.863,63.632,        E.Insuffi.
129.431,69.258,        E.Insuffi.
129.863,75.214,        E.Insuffi.
129.431,69.588,        E.Insuffi.
109.111,69.588,        E.Insuffi.
109.543,75.214,        E.Insuffi.
109.111,69.258,        E.Insuffi.
109.543,63.632,        E.Insuffi.
109.543,63.302,        E.Insuffi.
109.111,57.676,        E.Insuffi.
109.543,51.719,        E.Insuffi.
109.111,57.346,        E.Insuffi.
102.939,51.719,        E.Insuffi.
102.939,63.302,        E.Insuffi.
102.507,57.346,        E.Insuffi.
102.507,57.676,        E.Insuffi.
102.939,63.632,        E.Insuffi.
102.507,69.258,        E.Insuffi.
102.507,69.588,        E.Insuffi.
102.939,75.214,        E.Insuffi.
32.939,75.214,        E.Insuffi.
32.507,69.588,        E.Insuffi.
32.507,69.258,        E.Insuffi.
32.939,63.632,        E.Insuffi.
32.507,57.676,        E.Insuffi.
32.507,57.346,        E.Insuffi.
32.939,63.302,        E.Insuffi.
32.939,51.719,        E.Insuffi.
39.111,57.346,        E.Insuffi.
39.543,51.719,        E.Insuffi.
39.111,57.676,        E.Insuffi.
39.543,63.302,        E.Insuffi.
39.543,63.632,        E.Insuffi.
39.111,69.258,        E.Insuffi.
39.543,75.214,        E.Insuffi.
39.111,69.588,        E.Insuffi.
59.431,69.588,        E.Insuffi.
59.863,75.214,        E.Insuffi.
59.431,69.258,        E.Insuffi.
59.863,63.632,        E.Insuffi.
59.863,63.302,        E.Insuffi.
59.431,57.676,        E.Insuffi.
59.863,51.719,        E.Insuffi.
59.431,57.346,        E.Insuffi.
53.259,51.719,        E.Insuffi.
53.259,63.302,        E.Insuffi.
52.827,57.346,        E.Insuffi.
52.827,57.676,        E.Insuffi.
53.259,63.632,        E.Insuffi.
52.827,69.258,        E.Insuffi.
52.827,69.588,        E.Insuffi.
53.259,75.214,        E.Insuffi.
34.42,37.267,        E.Insuffi.
40.046,36.835,        E.Insuffi.
40.376,36.835,        E.Insuffi.
46.002,37.267,        E.Insuffi.
51.959,36.835,        E.Insuffi.
52.289,36.835,        E.Insuffi.
46.333,37.267,        E.Insuffi.
57.915,37.267,        E.Insuffi.
52.289,43.439,        E.Insuffi.
57.915,43.871,        E.Insuffi.
51.959,43.439,        E.Insuffi.
46.333,43.871,        E.Insuffi.
46.002,43.871,        E.Insuffi.
40.376,43.439,        E.Insuffi.
34.42,43.871,        E.Insuffi.
40.046,43.439,        E.Insuffi.
40.046,89.794,        E.Insuffi.
34.42,90.226,        E.Insuffi.
40.376,89.794,        E.Insuffi.
46.002,90.226,        E.Insuffi.
46.333,90.226,        E.Insuffi.
51.959,89.794,        E.Insuffi.
57.915,90.226,        E.Insuffi.
52.289,89.794,        E.Insuffi.
57.915,83.622,        E.Insuffi.
46.333,83.622,        E.Insuffi.
52.289,83.19,        E.Insuffi.
51.959,83.19,        E.Insuffi.
46.002,83.622,        E.Insuffi.
40.376,83.19,        E.Insuffi.
40.046,83.19,        E.Insuffi.
34.42,83.622,        E.Insuffi.
174.42,85.755,        E.Insuffi.
180.046,85.311,        E.Insuffi.
180.376,85.311,        E.Insuffi.
186.002,85.755,        E.Insuffi.
191.958,85.311,        E.Insuffi.
192.289,85.311,        E.Insuffi.
186.332,85.755,        E.Insuffi.
197.915,85.755,        E.Insuffi.
192.289,87.66,        E.Insuffi.
197.915,88.105,        E.Insuffi.
191.958,87.66,        E.Insuffi.
186.332,88.105,        E.Insuffi.
186.002,88.105,        E.Insuffi.
180.376,87.66,        E.Insuffi.
174.42,88.105,        E.Insuffi.
180.046,87.66,        E.Insuffi.
180.046,41.305,        E.Insuffi.
174.42,41.75,        E.Insuffi.
180.376,41.305,        E.Insuffi.
186.002,41.75,        E.Insuffi.
186.332,41.75,        E.Insuffi.
191.958,41.305,        E.Insuffi.
197.915,41.75,        E.Insuffi.
192.289,41.305,        E.Insuffi.
197.915,39.4,        E.Insuffi.
186.332,39.4,        E.Insuffi.
192.289,38.956,        E.Insuffi.
191.958,38.956,        E.Insuffi.
186.002,39.4,        E.Insuffi.
180.376,38.956,        E.Insuffi.
180.046,38.956,        E.Insuffi.
174.42,39.4,        E.Insuffi.
104.42,85.755,        E.Insuffi.
110.046,85.311,        E.Insuffi.
110.376,85.311,        E.Insuffi.
116.002,85.755,        E.Insuffi.
121.959,85.311,        E.Insuffi.
122.289,85.311,        E.Insuffi.
116.332,85.755,        E.Insuffi.
127.915,85.755,        E.Insuffi.
122.289,87.66,        E.Insuffi.
127.915,88.105,        E.Insuffi.
121.959,87.66,        E.Insuffi.
116.332,88.105,        E.Insuffi.
116.002,88.105,        E.Insuffi.
110.376,87.66,        E.Insuffi.
104.42,88.105,        E.Insuffi.
110.046,87.66,        E.Insuffi.
110.046,41.305,        E.Insuffi.
104.42,41.75,        E.Insuffi.
110.376,41.305,        E.Insuffi.
116.002,41.75,        E.Insuffi.
116.332,41.75,        E.Insuffi.
121.959,41.305,        E.Insuffi.
127.915,41.75,        E.Insuffi.
122.289,41.305,        E.Insuffi.
127.915,39.4,        E.Insuffi.
116.332,39.4,        E.Insuffi.
122.289,38.956,        E.Insuffi.
121.959,38.956,        E.Insuffi.
116.002,39.4,        E.Insuffi.
110.376,38.956,        E.Insuffi.
110.046,38.956,        E.Insuffi.
104.42,39.4,        E.Insuffi.
34.42,39.4,        E.Insuffi.
40.046,38.956,        E.Insuffi.
40.376,38.956,        E.Insuffi.
46.002,39.4,        E.Insuffi.
51.959,38.956,        E.Insuffi.
52.289,38.956,        E.Insuffi.
46.333,39.4,        E.Insuffi.
57.915,39.4,        E.Insuffi.
52.289,41.305,        E.Insuffi.
57.915,41.75,        E.Insuffi.
51.959,41.305,        E.Insuffi.
46.333,41.75,        E.Insuffi.
